Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6080377,BARTOW COUNTY,HAMILTON CROS,120,835.10,8.3,59.2,32.5,91.7,120,839.61,5.8,50.8,43.3,94.2,120,827.19,20.0,53.3,26.7,80.0,120,828.70,20.8,45.8,33.3,79.2,120,816.45,29.2,54.2,16.7,70.8
6080396,BARTOW COUNTY,TAYLORSVILLE,90,838.21,3.3,62.2,34.4,96.7,90,841.58,5.6,54.4,40.0,94.4,90,841.07,12.2,47.8,40.0,87.8,90,832.14,11.1,54.4,34.4,88.9,90,824.92,20.0,62.2,17.8,80.0
6081052,BARTOW COUNTY,CLOVERLEAF EL,112,838.10,1.8,65.2,33.0,98.2,111,848.55,1.8,48.6,49.5,98.2,112,860.57,2.7,26.8,70.5,97.3,112,827.71,18.8,51.8,29.5,81.3,112,828.38,16.1,54.5,29.5,83.9
6082052,BARTOW COUNTY,EMERSON ELEME,63,839.14,3.2,57.1,39.7,96.8,63,842.68,3.2,54.0,42.9,96.8,63,840.90,11.1,44.4,44.4,88.9,62,827.85,24.2,45.2,30.6,75.8,62,816.05,27.4,62.9,9.7,72.6
6091050,BEN HILL COUNTY,BEN HILL CO E,253,821.76,16.6,70.8,12.6,83.4,253,826.99,16.6,59.7,23.7,83.4,253,827.34,26.1,47.0,26.9,73.9,252,818.81,33.3,41.7,25.0,66.7,252,817.62,35.7,47.2,17.1,64.3
6100195,BERRIEN COUNTY,BERRIEN ELEME,229,831.54,7.4,68.6,24.0,92.6,229,842.33,4.8,53.3,41.9,95.2,229,842.08,8.3,51.1,40.6,91.7,229,838.43,14.0,46.3,39.7,86.0,228,825.37,20.2,61.4,18.4,79.8
6110103,BIBB COUNTY,SKYVIEW ELEME,128,831.50,7.0,69.5,23.4,93.0,128,839.02,6.3,60.2,33.6,93.8,128,832.40,14.1,53.9,32.0,85.9,128,824.05,23.4,45.3,31.3,76.6,128,820.43,27.3,54.7,18.0,72.7
6110104,BIBB COUNTY,BURDELL ELEME,74,816.55,29.7,56.8,13.5,70.3,74,829.95,12.2,60.8,27.0,87.8,74,829.16,21.6,51.4,27.0,78.4,74,804.72,50.0,35.1,14.9,50.0,74,797.05,62.2,33.8,4.1,37.8
6110109,BIBB COUNTY,BRUCE ELEMENT,61,804.89,39.3,59.0,1.6,60.7,61,814.39,23.0,67.2,9.8,77.0,61,814.84,27.9,52.5,19.7,72.1,61,797.25,57.4,36.1,6.6,42.6,61,787.61,67.2,31.1,1.6,32.8
6110203,BIBB COUNTY,VINEVILLE ACA,66,826.12,12.1,71.2,16.7,87.9,66,833.20,6.1,60.6,33.3,93.9,66,835.17,16.7,48.5,34.8,83.3,66,818.56,28.8,48.5,22.7,71.2,66,821.11,24.2,57.6,18.2,75.8
6110307,BIBB COUNTY,PRICE EDUCATI,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
6110383,BIBB COUNTY,WILLIAMS ELEM,49,802.80,42.9,57.1,0.0,57.1,49,809.47,32.7,63.3,4.1,67.3,49,796.27,55.1,38.8,6.1,44.9,49,779.53,71.4,28.6,0.0,28.6,48,777.52,91.7,8.3,0.0,8.3
6110405,BIBB COUNTY,ROSA TAYLOR E,75,825.05,9.3,78.7,12.0,90.7,75,831.04,4.0,73.3,22.7,96.0,75,819.52,26.7,46.7,26.7,73.3,75,810.68,36.0,48.0,16.0,64.0,75,811.44,37.3,50.7,12.0,62.7
6110407,BIBB COUNTY,MACON HEALTH,2,--,--,--,--,--,2,--,--,--,--,--,3,--,--,--,--,--,2,--,--,--,--,--,3,--,--,--,--,--
6110605,BIBB COUNTY,HERITAGE ELEM,131,825.19,9.9,75.6,14.5,90.1,131,829.18,13.7,57.3,29.0,86.3,131,818.90,19.8,67.2,13.0,80.2,131,820.39,32.1,37.4,30.5,67.9,130,811.22,38.5,51.5,10.0,61.5
6110705,BIBB COUNTY,UNION ELEMENT,101,811.69,34.7,56.4,8.9,65.3,101,820.49,19.8,59.4,20.8,80.2,101,808.16,39.6,52.5,7.9,60.4,101,788.96,61.4,34.7,4.0,38.6,101,796.12,58.4,40.6,1.0,41.6
6110805,BIBB COUNTY,RILEY ELEMENT,80,812.56,22.5,71.3,6.3,77.5,80,814.40,22.5,67.5,10.0,77.5,80,810.29,38.8,47.5,13.8,61.3,81,790.04,61.7,33.3,4.9,38.3,81,790.91,66.7,32.1,1.2,33.3
6110905,BIBB COUNTY,MORGAN ELEMEN,80,817.43,16.3,80.0,3.8,83.8,80,823.40,17.5,65.0,17.5,82.5,80,810.41,35.0,53.8,11.3,65.0,79,799.49,44.3,49.4,6.3,55.7,79,791.33,68.4,30.4,1.3,31.6
6111005,BIBB COUNTY,BROOKDALE ELE,61,813.28,29.5,65.6,4.9,70.5,61,827.61,13.1,63.9,23.0,86.9,61,809.41,36.1,50.8,13.1,63.9,61,803.23,45.9,49.2,4.9,54.1,61,807.36,37.7,55.7,6.6,62.3
6111050,BIBB COUNTY,ALEXANDER II,86,838.80,0.0,66.3,33.7,100.0,86,844.16,1.2,51.2,47.7,98.8,86,849.86,4.7,41.9,53.5,95.3,85,855.60,7.1,36.5,56.5,92.9,85,847.20,4.7,48.2,47.1,95.3
6111054,BIBB COUNTY,BERND ELEMENT,76,817.91,25.0,59.2,15.8,75.0,76,822.82,7.9,81.6,10.5,92.1,76,819.72,18.4,63.2,18.4,81.6,75,794.60,56.0,38.7,5.3,44.0,75,793.37,61.3,37.3,1.3,38.7
6111058,BIBB COUNTY,KING DANFORTH,42,810.21,23.8,73.8,2.4,76.2,42,814.14,33.3,54.8,11.9,66.7,42,801.07,52.4,33.3,14.3,47.6,42,790.69,52.4,47.6,0.0,47.6,40,785.48,77.5,22.5,0.0,22.5
6111067,BIBB COUNTY,PORTER ELEMEN,82,824.78,12.2,69.5,18.3,87.8,82,834.50,4.9,63.4,31.7,95.1,82,830.15,11.0,62.2,26.8,89.0,82,816.01,30.5,50.0,19.5,69.5,82,807.20,37.8,58.5,3.7,62.2
6111105,BIBB COUNTY,SPRINGDALE EL,105,838.51,3.8,59.0,37.1,96.2,105,847.27,2.9,44.8,52.4,97.1,105,852.63,5.7,41.0,53.3,94.3,105,840.58,13.3,43.8,42.9,86.7,105,836.74,15.2,50.5,34.3,84.8
6111205,BIBB COUNTY,CARTER ELEMEN,78,834.04,7.7,66.7,25.6,92.3,78,840.26,3.8,61.5,34.6,96.2,79,844.95,11.4,46.8,41.8,88.6,79,834.77,13.9,49.4,36.7,86.1,78,827.58,15.4,69.2,15.4,84.6
6111305,BIBB COUNTY,LANE ELEMENTA,65,827.69,9.2,63.1,27.7,90.8,64,837.23,1.6,68.8,29.7,98.4,65,862.18,6.2,23.1,70.8,93.8,64,843.53,3.1,51.6,45.3,96.9,64,831.66,15.6,57.8,26.6,84.4
6112060,BIBB COUNTY,HARTLEY ELEME,44,803.98,40.9,52.3,6.8,59.1,44,813.20,34.1,54.5,11.4,65.9,44,783.36,77.3,22.7,0.0,22.7,44,778.86,75.0,22.7,2.3,25.0,44,784.30,81.8,18.2,0.0,18.2
6113060,BIBB COUNTY,HEARD ELEMENT,91,828.36,6.6,73.6,19.8,93.4,91,834.19,12.1,58.2,29.7,87.9,91,818.54,29.7,50.5,19.8,70.3,91,821.52,28.6,45.1,26.4,71.4,91,813.01,39.6,45.1,15.4,60.4
6113062,BIBB COUNTY,JONES ELEMENT,71,816.54,19.7,70.4,9.9,80.3,71,819.42,19.7,66.2,14.1,80.3,71,827.65,19.7,50.7,29.6,80.3,71,795.06,54.9,42.3,2.8,45.1,71,795.76,60.6,36.6,2.8,39.4
6113067,BIBB COUNTY,INGRAM PYE EL,106,804.79,40.6,58.5,0.9,59.4,106,810.18,34.9,59.4,5.7,65.1,105,785.22,69.5,25.7,4.8,30.5,104,779.98,72.1,27.9,0.0,27.9,105,780.44,87.6,11.4,1.0,12.4
6114052,BIBB COUNTY,BARDEN ELEMEN,59,811.64,22.0,74.6,3.4,78.0,59,822.58,10.2,76.3,13.6,89.8,59,821.25,22.0,57.6,20.3,78.0,59,788.86,67.8,30.5,1.7,32.2,58,790.90,70.7,29.3,0.0,29.3
6115054,BIBB COUNTY,BURGHARD ELEM,75,810.04,25.3,73.3,1.3,74.7,75,819.24,18.7,69.3,12.0,81.3,75,819.57,30.7,52.0,17.3,69.3,75,794.37,52.0,42.7,5.3,48.0,75,786.91,72.0,26.7,1.3,28.0
6115067,BIBB COUNTY,RICE ELEMENTA,87,809.97,32.2,62.1,5.7,67.8,88,821.01,27.3,55.7,17.0,72.7,88,800.50,51.1,40.9,8.0,48.9,88,798.91,51.1,39.8,9.1,48.9,87,798.33,56.3,41.4,2.3,43.7
6120197,BLECKLEY COUNTY,BLECKLEY CO E,175,842.33,2.9,58.3,38.9,97.1,175,854.50,1.7,38.9,59.4,98.3,175,839.94,16.0,41.7,42.3,84.0,175,840.67,11.4,40.6,48.0,88.6,174,816.90,19.0,73.0,8.0,81.0
6130110,BRANTLEY COUNTY,ATKINSON ELEM,86,826.91,11.6,72.1,16.3,88.4,86,835.99,9.3,54.7,36.0,90.7,86,823.07,24.4,54.7,20.9,75.6,86,834.72,17.4,47.7,34.9,82.6,86,830.92,12.8,58.1,29.1,87.2
6130294,BRANTLEY COUNTY,NAHUNTA ELEME,99,830.04,6.1,70.7,23.2,93.9,99,837.40,10.1,48.5,41.4,89.9,99,836.72,15.2,51.5,33.3,84.8,99,841.39,10.1,39.4,50.5,89.9,99,826.65,17.2,60.6,22.2,82.8
6132050,BRANTLEY COUNTY,HOBOKEN ELEME,80,835.23,3.8,68.8,27.5,96.3,80,842.78,5.0,55.0,40.0,95.0,80,853.04,6.3,40.0,53.8,93.8,80,873.28,2.5,25.0,72.5,97.5,80,841.60,11.3,47.5,41.3,88.8
6140193,BROOKS COUNTY,QUITMAN ELEME,105,816.82,17.1,72.4,10.5,82.9,105,830.77,9.5,64.8,25.7,90.5,105,826.71,22.9,50.5,26.7,77.1,105,811.50,34.3,48.6,17.1,65.7,105,801.69,45.7,50.5,3.8,54.3
6140393,BROOKS COUNTY,NORTH BROOKS,55,830.09,12.7,63.6,23.6,87.3,55,843.15,5.5,54.5,40.0,94.5,55,845.45,10.9,40.0,49.1,89.1,55,845.64,5.5,49.1,45.5,94.5,55,831.84,9.1,60.0,30.9,90.9
6150101,BRYAN COUNTY,DR GEORGE WA,413,839.38,6.5,57.9,35.6,93.5,412,844.53,4.6,49.0,46.4,95.4,413,845.89,13.6,37.5,48.9,86.4,411,844.99,10.9,37.5,51.6,89.1,411,828.75,14.8,62.5,22.6,85.2
6150286,BRYAN COUNTY,BRYAN CO ELEM,165,827.52,12.7,68.5,18.8,87.3,165,837.49,4.8,60.6,34.5,95.2,165,829.51,22.4,46.1,31.5,77.6,164,838.43,16.5,42.1,41.5,83.5,164,829.65,17.7,51.8,30.5,82.3
6160100,BULLOCH COUNTY,MILL CREEK EL,96,821.33,15.6,72.9,11.5,84.4,96,831.65,15.6,54.2,30.2,84.4,97,831.35,21.6,45.4,33.0,78.4,97,822.65,26.8,43.3,29.9,73.2,96,816.42,29.2,57.3,13.5,70.8
6160107,BULLOCH COUNTY,NEW NEVILS EL,57,832.37,8.8,66.7,24.6,91.2,57,839.25,1.8,66.7,31.6,98.2,57,845.47,5.3,50.9,43.9,94.7,57,843.18,8.8,45.6,45.6,91.2,57,831.28,10.5,64.9,24.6,89.5
6160199,BULLOCH COUNTY,LANGSTON C EL,85,822.01,11.8,72.9,15.3,88.2,85,825.59,14.1,65.9,20.0,85.9,85,820.01,24.7,49.4,25.9,75.3,85,811.51,35.3,49.4,15.3,64.7,85,797.22,50.6,49.4,0.0,49.4
6160200,BULLOCH COUNTY,BROOKLET ELEM,101,836.06,2.0,74.3,23.8,98.0,101,838.03,4.0,63.4,32.7,96.0,101,838.04,6.9,58.4,34.7,93.1,101,822.59,19.8,57.4,22.8,80.2,101,807.53,35.6,58.4,5.9,64.4
6160399,BULLOCH COUNTY,PORTAL ELEMEN,68,834.75,4.4,69.1,26.5,95.6,68,834.18,7.4,58.8,33.8,92.6,68,807.01,36.8,54.4,8.8,63.2,68,818.19,25.0,58.8,16.2,75.0,68,803.90,38.2,60.3,1.5,61.8
6162050,BULLOCH COUNTY,BRYANT ELEMEN,94,828.07,24.5,44.7,30.9,75.5,94,829.85,17.0,56.4,26.6,83.0,94,825.80,34.0,34.0,31.9,66.0,94,828.95,28.7,35.1,36.2,71.3,94,819.64,30.9,45.7,23.4,69.1
6163054,BULLOCH COUNTY,STILSON ELEME,45,828.11,2.2,82.2,15.6,97.8,45,836.71,4.4,53.3,42.2,95.6,44,840.41,6.8,61.4,31.8,93.2,44,827.57,15.9,56.8,27.3,84.1,44,822.34,31.8,47.7,20.5,68.2
6165050,BULLOCH COUNTY,MATTIE LIVELY,70,828.90,5.7,75.7,18.6,94.3,70,840.23,7.1,52.9,40.0,92.9,70,835.44,24.3,35.7,40.0,75.7,70,826.53,24.3,44.3,31.4,75.7,70,820.39,25.7,55.7,18.6,74.3
6165054,BULLOCH COUNTY,SALLIE ZETTER,89,830.73,9.0,68.5,22.5,91.0,89,832.63,7.9,65.2,27.0,92.1,89,822.15,25.8,49.4,24.7,74.2,89,848.24,14.6,29.2,56.2,85.4,89,842.65,16.9,37.1,46.1,83.1
6170104,BURKE COUNTY,BLAKENEY ELEM,274,820.96,12.8,74.5,12.8,87.2,274,829.21,10.6,66.4,23.0,89.4,274,835.20,19.3,40.5,40.1,80.7,274,804.36,46.7,40.5,12.8,53.3,274,797.40,59.1,38.0,2.9,40.9
6170196,BURKE COUNTY,S G A ELEMENT,52,818.29,28.8,53.8,17.3,71.2,52,830.58,9.6,63.5,26.9,90.4,52,822.29,26.9,48.1,25.0,73.1,52,804.98,46.2,42.3,11.5,53.8,52,800.85,46.2,51.9,1.9,53.8
6180104,BUTTS COUNTY,HAMPTON L DAU,84,823.48,14.3,70.2,15.5,85.7,84,836.32,13.1,45.2,41.7,86.9,84,811.52,39.3,48.8,11.9,60.7,83,821.47,21.7,55.4,22.9,78.3,83,807.80,39.8,51.8,8.4,60.2
6180108,BUTTS COUNTY,STARK ELEMENT,121,817.39,19.8,70.2,9.9,80.2,121,826.69,10.7,70.2,19.0,89.3,121,824.47,19.0,56.2,24.8,81.0,121,804.61,46.3,44.6,9.1,53.7,121,795.15,60.3,38.8,0.8,39.7
6180111,BUTTS COUNTY,NEW JACKSON E,93,817.26,19.4,69.9,10.8,80.6,93,822.41,14.0,67.7,18.3,86.0,93,816.47,31.2,53.8,15.1,68.8,93,812.84,36.6,49.5,14.0,63.4,93,804.78,43.0,49.5,7.5,57.0
6190179,CALHOUN COUNTY,CALHOUN CO EL,47,818.32,21.3,66.0,12.8,78.7,47,838.53,2.1,63.8,34.0,97.9,47,845.30,2.1,59.6,38.3,97.9,47,823.11,17.0,63.8,19.1,83.0,47,830.55,14.9,59.6,25.5,85.1
6200100,CAMDEN COUNTY,MAMIE LOU GRO,49,832.41,8.2,63.3,28.6,91.8,49,833.37,12.2,51.0,36.7,87.8,49,847.29,14.3,40.8,44.9,85.7,49,840.39,20.4,28.6,51.0,79.6,49,822.78,24.5,51.0,24.5,75.5
6200110,CAMDEN COUNTY,SAINT MARYS E,80,830.65,7.5,70.0,22.5,92.5,80,840.33,1.3,58.8,40.0,98.8,81,849.27,6.2,43.2,50.6,93.8,81,846.63,13.6,34.6,51.9,86.4,80,826.45,21.3,53.8,25.0,78.8
6200187,CAMDEN COUNTY,CROOKED RIVER,71,841.32,0.0,70.4,29.6,100.0,71,844.85,0.0,53.5,46.5,100.0,71,856.59,7.0,33.8,59.2,93.0,71,848.73,4.2,45.1,50.7,95.8,71,837.38,8.5,53.5,38.0,91.5
6200189,CAMDEN COUNTY,MATILDA HARRI,75,836.60,4.0,70.7,25.3,96.0,75,840.81,5.3,52.0,42.7,94.7,75,844.16,5.3,48.0,46.7,94.7,75,858.53,2.7,34.7,62.7,97.3,73,847.64,5.5,46.6,47.9,94.5
6200192,CAMDEN COUNTY,WOODBINE ELEM,47,834.34,2.1,74.5,23.4,97.9,47,836.15,2.1,63.8,34.0,97.9,47,857.79,8.5,25.5,66.0,91.5,47,845.00,6.4,36.2,57.4,93.6,47,823.94,19.1,63.8,17.0,80.9
6200193,CAMDEN COUNTY,KINGSLAND ELE,64,829.86,9.4,65.6,25.0,90.6,64,838.52,6.3,56.3,37.5,93.8,64,854.48,4.7,35.9,59.4,95.3,64,857.98,6.3,32.8,60.9,93.8,63,826.43,20.6,61.9,17.5,79.4
6200195,CAMDEN COUNTY,DAVID L RAINE,74,833.85,2.7,70.3,27.0,97.3,74,842.38,5.4,56.8,37.8,94.6,74,848.66,14.9,31.1,54.1,85.1,74,832.73,23.0,43.2,33.8,77.0,74,818.36,20.3,70.3,9.5,79.7
6200197,CAMDEN COUNTY,SUGARMILL ELE,80,835.49,2.5,70.0,27.5,97.5,80,842.49,2.5,55.0,42.5,97.5,80,839.14,11.3,47.5,41.3,88.8,80,836.29,12.5,45.0,42.5,87.5,80,814.89,23.8,72.5,3.8,76.3
6200495,CAMDEN COUNTY,MARY LEE CLAR,95,835.86,1.1,68.4,30.5,98.9,95,840.66,2.1,60.0,37.9,97.9,95,851.46,8.4,41.1,50.5,91.6,94,854.59,3.2,41.5,55.3,96.8,94,810.49,28.7,69.1,2.1,71.3
6210202,CANDLER COUNTY,METTER INTERM,145,822.41,15.9,71.0,13.1,84.1,145,828.87,11.7,64.1,24.1,88.3,145,841.64,8.3,42.8,49.0,91.7,144,832.70,15.3,44.4,40.3,84.7,143,835.66,14.7,49.0,36.4,85.3
6220100,CARROLL COUNTY,SHARP CREEK E,97,824.44,14.4,72.2,13.4,85.6,97,831.04,6.2,73.2,20.6,93.8,97,839.34,11.3,49.5,39.2,88.7,97,816.60,24.7,55.7,19.6,75.3,97,813.54,32.0,51.5,16.5,68.0
6220176,CARROLL COUNTY,MOUNT ZION EL,103,828.08,9.7,70.9,19.4,90.3,103,836.03,9.7,53.4,36.9,90.3,103,828.93,20.4,47.6,32.0,79.6,103,823.38,20.4,55.3,24.3,79.6,103,810.18,34.0,57.3,8.7,66.0
6220377,CARROLL COUNTY,ROOPVILLE ELE,59,837.61,5.1,67.8,27.1,94.9,59,844.22,3.4,49.2,47.5,96.6,59,843.44,11.9,37.3,50.8,88.1,59,856.49,8.5,28.8,62.7,91.5,59,833.29,13.6,52.5,33.9,86.4
6220405,CARROLL COUNTY,ITHICA ELEMEN,107,829.65,7.5,68.2,24.3,92.5,107,842.03,7.5,50.5,42.1,92.5,107,832.87,16.8,49.5,33.6,83.2,107,843.93,12.1,39.3,48.6,87.9,107,826.38,17.8,56.1,26.2,82.2
