Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6110108,BIBB COUNTY,BALLARD HUDSO,189,806.83,28.0,70.4,1.6,72.0,189,816.81,19.0,74.1,6.9,81.0,189,819.51,20.6,64.0,15.3,79.4,186,801.48,51.1,41.9,7.0,48.9,188,791.26,64.4,33.0,2.7,35.6
6110205,BIBB COUNTY,HOWARD MIDDLE,296,824.79,14.2,64.5,21.3,85.8,295,833.72,10.8,54.6,34.6,89.2,295,830.17,20.0,50.5,29.5,80.0,293,822.51,31.4,45.1,23.5,68.6,292,823.04,35.3,34.9,29.8,64.7
6110298,BIBB COUNTY,MILLER MAGNET,261,819.57,16.5,69.3,14.2,83.5,261,828.73,13.0,65.5,21.5,87.0,262,825.51,19.1,58.0,22.9,80.9,260,813.57,36.9,48.1,15.0,63.1,260,815.61,36.5,42.3,21.2,63.5
6110305,BIBB COUNTY,RUTLAND MIDDL,329,818.83,17.0,71.1,11.9,83.0,329,826.83,12.8,65.7,21.6,87.2,330,819.63,21.2,63.9,14.8,78.8,328,814.24,32.6,51.2,16.2,67.4,328,812.25,36.6,45.4,18.0,63.4
6110307,BIBB COUNTY,PRICE EDUCATI,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--
6110407,BIBB COUNTY,MACON HEALTH,6,--,--,--,--,--,5,--,--,--,--,--,6,--,--,--,--,--,6,--,--,--,--,--,5,--,--,--,--,--
6110505,BIBB COUNTY,WEAVER MIDDLE,243,811.62,28.4,66.3,5.3,71.6,241,819.04,20.7,63.5,15.8,79.3,241,817.86,27.4,57.3,15.4,72.6,239,799.31,58.2,34.3,7.5,41.8,240,783.15,72.5,24.2,3.3,27.5
6115050,BIBB COUNTY,APPLING MIDDL,211,803.85,38.9,58.8,2.4,61.1,211,812.25,23.7,70.1,6.2,76.3,211,799.85,56.4,40.3,3.3,43.6,207,794.16,59.4,37.7,2.9,40.6,207,783.57,73.9,23.7,2.4,26.1
6120277,BLECKLEY COUNTY,BLECKLEY CO M,159,828.71,9.4,71.7,18.9,90.6,159,841.32,7.5,49.7,42.8,92.5,159,832.38,13.8,56.0,30.2,86.2,159,835.09,16.4,47.2,36.5,83.6,159,820.48,32.7,39.6,27.7,67.3
6130194,BRANTLEY COUNTY,BRANTLEY CO M,276,825.60,12.7,67.8,19.6,87.3,275,832.86,11.6,57.8,30.5,88.4,275,835.10,11.6,54.2,34.2,88.4,272,838.51,13.2,48.5,38.2,86.8,272,843.58,18.8,36.8,44.5,81.3
6140197,BROOKS COUNTY,BROOKS CO MID,187,819.53,15.0,75.4,9.6,85.0,187,826.90,12.3,66.3,21.4,87.7,187,820.31,16.6,72.2,11.2,83.4,187,818.26,26.2,60.4,13.4,73.8,186,803.33,46.8,46.2,7.0,53.2
6150199,BRYAN COUNTY,RICHMOND MIDD,410,835.46,4.4,62.4,33.2,95.6,410,845.42,2.0,52.0,46.1,98.0,410,843.35,7.6,52.7,39.8,92.4,410,843.29,7.3,49.3,43.4,92.7,410,864.48,6.1,33.7,60.2,93.9
6150402,BRYAN COUNTY,BRYAN CO MIDD,117,822.91,17.1,62.4,20.5,82.9,117,829.48,16.2,53.8,29.9,83.8,117,830.04,16.2,61.5,22.2,83.8,115,830.08,20.9,45.2,33.9,79.1,116,820.22,35.3,33.6,31.0,64.7
6160198,BULLOCH COUNTY,WILLIAM JAMES,188,827.16,10.6,69.7,19.7,89.4,188,836.99,5.3,61.2,33.5,94.7,186,834.25,17.2,48.4,34.4,82.8,186,832.80,18.3,50.5,31.2,81.7,187,826.52,26.7,46.5,26.7,73.3
6160299,BULLOCH COUNTY,LANGSTON CHAP,199,818.96,16.1,73.4,10.6,83.9,199,830.51,9.5,67.8,22.6,90.5,200,823.89,21.0,61.5,17.5,79.0,200,826.31,20.5,54.5,25.0,79.5,199,817.57,35.7,46.2,18.1,64.3
6160300,BULLOCH COUNTY,SOUTHEAST MID,210,830.83,7.1,68.1,24.8,92.9,210,843.44,4.8,50.5,44.8,95.2,210,850.69,5.2,46.7,48.1,94.8,210,837.02,10.5,55.7,33.8,89.5,210,850.68,12.4,41.4,46.2,87.6
6164052,BULLOCH COUNTY,PORTAL MIDDLE,73,819.62,19.2,65.8,15.1,80.8,72,823.79,15.3,62.5,22.2,84.7,72,819.08,26.4,55.6,18.1,73.6,72,819.11,27.8,48.6,23.6,72.2,72,799.47,52.8,38.9,8.3,47.2
6170188,BURKE COUNTY,BURKE CO MIDD,367,817.78,17.2,73.3,9.5,82.8,366,826.98,13.4,64.2,22.4,86.6,368,819.33,25.3,60.3,14.4,74.7,366,815.99,31.4,50.8,17.8,68.6,361,814.15,37.4,45.2,17.5,62.6
6180100,BUTTS COUNTY,HENDERSON MID,270,825.90,8.1,73.3,18.5,91.9,270,835.92,5.6,62.6,31.9,94.4,270,834.85,8.1,64.4,27.4,91.9,270,833.38,14.4,52.6,33.0,85.6,270,832.50,22.2,41.5,36.3,77.8
6194050,CALHOUN COUNTY,CALHOUN CO MI,42,814.74,28.6,66.7,4.8,71.4,42,825.40,16.7,57.1,26.2,83.3,42,811.02,33.3,57.1,9.5,66.7,42,810.02,35.7,57.1,7.1,64.3,42,797.86,57.1,33.3,9.5,42.9
6200105,CAMDEN COUNTY,SAINT MARYS M,325,834.49,6.5,62.8,30.8,93.5,325,840.75,6.5,53.2,40.3,93.5,325,851.17,7.1,39.1,53.8,92.9,325,840.84,13.2,46.2,40.6,86.8,325,835.26,24.0,39.1,36.9,76.0
6200182,CAMDEN COUNTY,CAMDEN MIDDLE,346,830.25,8.1,66.2,25.7,91.9,346,838.84,4.9,57.2,37.9,95.1,346,842.72,7.8,50.6,41.6,92.2,342,833.15,12.6,57.0,30.4,87.4,342,824.26,25.1,52.3,22.5,74.9
6210102,CANDLER COUNTY,METTER MIDDLE,133,819.13,19.5,69.2,11.3,80.5,133,825.45,15.0,65.4,19.5,85.0,133,830.91,14.3,58.6,27.1,85.7,133,818.55,26.3,59.4,14.3,73.7,133,816.93,35.3,46.6,18.0,64.7
6220101,CARROLL COUNTY,JONESVILLE MI,123,825.83,6.5,75.6,17.9,93.5,123,834.41,7.3,61.8,30.9,92.7,123,829.79,11.4,63.4,25.2,88.6,123,837.75,13.0,42.3,44.7,87.0,123,843.23,16.3,34.1,49.6,83.7
6220102,CARROLL COUNTY,TEMPLE MIDDLE,155,818.66,18.7,67.1,14.2,81.3,156,826.51,18.6,57.7,23.7,81.4,155,820.72,23.2,60.0,16.8,76.8,153,814.61,37.3,47.1,15.7,62.7,154,800.87,46.8,44.8,8.4,53.2
6220112,CARROLL COUNTY,KIDSPEACE,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--,3,--,--,--,--,--
6220177,CARROLL COUNTY,CENTRAL MIDDL,276,830.55,10.5,60.9,28.6,89.5,276,839.07,9.4,49.3,41.3,90.6,275,826.82,22.9,50.2,26.9,77.1,276,850.37,13.4,36.2,50.4,86.6,276,825.55,27.5,41.7,30.8,72.5
6220198,CARROLL COUNTY,BAY SPRINGS M,238,825.89,12.6,62.2,25.2,87.4,238,835.68,11.8,49.6,38.7,88.2,237,822.52,21.1,58.2,20.7,78.9,237,817.22,31.2,51.5,17.3,68.8,235,813.82,34.5,48.1,17.4,65.5
6220208,CARROLL COUNTY,MT ZION MIDDL,105,825.65,8.6,67.6,23.8,91.4,105,831.98,10.5,64.8,24.8,89.5,105,831.60,19.0,51.4,29.5,81.0,105,822.32,27.6,46.7,25.7,72.4,103,827.17,29.1,46.6,24.3,70.9
6220305,CARROLL COUNTY,VILLA RICA MI,182,825.03,9.3,69.8,20.9,90.7,182,832.30,11.5,57.7,30.8,88.5,181,829.60,22.1,51.9,26.0,77.9,181,821.84,25.4,53.0,21.5,74.6,181,813.10,38.7,41.4,19.9,61.3
6230205,CATOOSA COUNTY,HERITAGE MIDD,345,832.51,5.8,66.4,27.8,94.2,345,842.30,6.4,46.4,47.2,93.6,345,835.92,11.0,58.0,31.0,89.0,345,834.93,16.5,48.1,35.4,83.5,345,846.32,18.6,36.2,45.2,81.4
6232552,CATOOSA COUNTY,LAKEVIEW MIDD,231,823.18,12.6,75.8,11.7,87.4,230,833.16,8.3,57.8,33.9,91.7,230,831.46,16.1,54.8,29.1,83.9,230,840.89,12.6,48.3,39.1,87.4,229,814.07,35.8,48.0,16.2,64.2
6235052,CATOOSA COUNTY,RINGGOLD MIDD,228,832.07,7.5,66.2,26.3,92.5,228,838.84,6.6,54.4,39.0,93.4,228,843.49,8.3,49.1,42.5,91.7,228,838.88,13.6,48.2,38.2,86.4,228,828.76,26.8,46.9,26.3,73.2
6240287,CHARLTON COUNTY,CHARLTON COUN,127,823.61,15.7,65.4,18.9,84.3,127,827.06,10.2,66.1,23.6,89.8,127,816.30,31.5,51.2,17.3,68.5,127,821.46,29.1,45.7,25.2,70.9,127,814.60,40.9,35.4,23.6,59.1
6250107,CHATHAM COUNTY,UHS OF SAVANN,4,--,--,--,--,--,3,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,3,--,--,--,--,--
6250198,CHATHAM COUNTY,COASTAL MIDDL,298,829.05,14.4,59.7,25.8,85.6,299,837.13,8.0,55.9,36.1,92.0,298,832.74,16.1,53.0,30.9,83.9,296,828.48,25.0,43.9,31.1,75.0,296,830.51,27.7,39.2,33.1,72.3
6250199,CHATHAM COUNTY,W CHATHAM MID,331,817.67,19.9,67.7,12.4,80.1,331,825.11,14.5,65.6,19.9,85.5,335,820.99,23.6,60.0,16.4,76.4,312,811.22,38.1,50.0,11.9,61.9,330,807.15,43.0,45.2,11.8,57.0
6250201,CHATHAM COUNTY,DERENNE MIDDL,224,818.82,21.0,64.3,14.7,79.0,223,827.57,17.0,55.6,27.4,83.0,224,822.68,26.8,51.3,21.9,73.2,215,818.95,37.7,40.5,21.9,62.3,220,814.19,47.7,29.5,22.7,52.3
6250299,CHATHAM COUNTY,SOUTHWEST MID,301,821.65,13.6,72.8,13.6,86.4,301,828.94,10.0,67.1,22.9,90.0,301,821.02,22.6,61.8,15.6,77.4,299,816.72,30.4,53.5,16.1,69.6,300,810.89,42.3,42.0,15.7,57.7
6250301,CHATHAM COUNTY,MYERS MIDDLE,207,809.23,30.9,64.3,4.8,69.1,207,818.00,16.9,76.8,6.3,83.1,207,808.85,35.3,61.4,3.4,64.7,206,799.31,55.3,42.2,2.4,44.7,204,788.23,67.6,28.9,3.4,32.4
6250400,CHATHAM COUNTY,OGLETHORPE CH,133,835.86,6.0,60.2,33.8,94.0,133,847.06,3.0,46.6,50.4,97.0,133,855.15,6.0,32.3,61.7,94.0,133,839.88,13.5,48.9,37.6,86.5,133,833.32,18.0,51.1,30.8,82.0
6252060,CHATHAM COUNTY,HUBERT MIDDLE,84,812.08,21.4,72.6,6.0,78.6,84,822.12,14.3,70.2,15.5,85.7,83,814.55,34.9,53.0,12.0,65.1,82,809.45,36.6,53.7,9.8,63.4,83,823.30,31.3,43.4,25.3,68.7
6254054,CHATHAM COUNTY,ELLIS ELEMENT,47,841.11,2.1,57.4,40.4,97.9,47,843.21,2.1,61.7,36.2,97.9,47,830.68,8.5,66.0,25.5,91.5,47,839.87,8.5,51.1,40.4,91.5,47,837.85,12.8,59.6,27.7,87.2
6254058,CHATHAM COUNTY,HESSE ELEMENT,48,828.42,4.2,77.1,18.8,95.8,48,840.81,8.3,50.0,41.7,91.7,48,830.98,14.6,58.3,27.1,85.4,47,822.49,19.1,66.0,14.9,80.9,47,811.85,31.9,57.4,10.6,68.1
6254066,CHATHAM COUNTY,SHUMAN MIDDLE,147,819.05,14.3,74.8,10.9,85.7,146,825.69,13.7,66.4,19.9,86.3,146,823.72,18.5,63.7,17.8,81.5,145,818.25,25.5,55.2,19.3,74.5,142,808.05,39.4,46.5,14.1,60.6
6255050,CHATHAM COUNTY,BARTLETT MIDD,150,815.63,19.3,73.3,7.3,80.7,151,823.98,15.9,66.9,17.2,84.1,151,815.85,33.8,53.0,13.2,66.2,148,806.07,41.9,50.0,8.1,58.1,146,793.90,58.2,37.0,4.8,41.8
6255062,CHATHAM COUNTY,MERCER MIDDLE,264,817.28,20.5,70.5,9.1,79.5,264,825.02,17.4,61.4,21.2,82.6,264,815.48,30.7,58.7,10.6,69.3,262,810.16,36.3,53.8,9.9,63.7,261,801.41,49.0,42.9,8.0,51.0
6260106,CHATTAHOOCHEE COUNTY,CHATTAHOO MID,47,817.51,19.1,66.0,14.9,80.9,47,824.26,19.1,55.3,25.5,80.9,47,816.40,31.9,55.3,12.8,68.1,46,804.83,52.2,34.8,13.0,47.8,45,789.47,66.7,26.7,6.7,33.3
6270108,CHATTOOGA COUNTY,CROSSROADS AL,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--
6272050,CHATTOOGA COUNTY,LYERLY ELEMEN,37,823.65,8.1,78.4,13.5,91.9,37,831.46,8.1,62.2,29.7,91.9,37,837.65,8.1,54.1,37.8,91.9,37,815.08,24.3,64.9,10.8,75.7,37,816.81,35.1,45.9,18.9,64.9
6272052,CHATTOOGA COUNTY,SUMMERVILLE M,129,820.22,17.8,72.1,10.1,82.2,129,819.53,19.4,69.8,10.9,80.6,129,813.92,31.0,58.1,10.9,69.0,129,818.98,31.8,48.8,19.4,68.2,129,809.81,51.2,31.8,17.1,48.8
6273050,CHATTOOGA COUNTY,MENLO ELEMENT,44,829.27,0.0,79.5,20.5,100.0,44,831.61,2.3,72.7,25.0,97.7,44,828.91,6.8,77.3,15.9,93.2,44,825.14,9.1,75.0,15.9,90.9,44,815.07,27.3,61.4,11.4,72.7
6280113,CHEROKEE COUNTY,MILL CREEK MI,333,836.76,4.8,61.3,33.9,95.2,332,851.94,3.3,38.6,58.1,96.7,333,852.08,6.6,39.0,54.4,93.4,333,847.63,10.2,40.8,48.9,89.8,332,850.25,13.0,34.9,52.1,87.0
6280181,CHEROKEE COUNTY,BOOTH MIDDLE,586,838.22,3.4,59.6,37.0,96.6,586,848.04,4.8,40.6,54.6,95.2,587,845.94,7.3,47.4,45.3,92.7,587,845.84,9.9,39.9,50.3,90.1,586,860.13,12.3,32.6,55.1,87.7
6280187,CHEROKEE COUNTY,RUSK MIDDLE S,398,840.64,4.0,55.5,40.5,96.0,398,849.17,3.5,44.5,52.0,96.5,400,846.68,5.8,46.0,48.3,94.3,399,845.20,9.0,43.1,47.9,91.0,397,830.82,20.4,47.6,32.0,79.6
6280205,CHEROKEE COUNTY,FREEDOM MIDDL,325,843.63,1.8,53.2,44.9,98.2,324,852.85,1.9,37.3,60.8,98.1,325,857.40,2.2,36.9,60.9,97.8,324,854.39,2.8,42.0,55.2,97.2,324,861.31,6.5,35.5,58.0,93.5
6280287,CHEROKEE COUNTY,TEASLEY MIDDL,400,830.69,8.5,63.3,28.3,91.5,400,835.52,9.0,58.3,32.8,91.0,403,836.98,11.2,52.9,36.0,88.8,403,827.28,23.3,51.4,25.3,76.7,399,821.14,33.1,43.6,23.3,66.9
6280297,CHEROKEE COUNTY,WOODSTOCK MID,342,839.48,4.1,57.0,38.9,95.9,342,850.49,3.5,40.9,55.6,96.5,342,854.73,3.8,35.7,60.5,96.2,340,849.27,7.9,38.8,53.2,92.1,339,867.51,7.1,27.4,65.5,92.9
6280305,CHEROKEE COUNTY,CREEKLAND MID,423,840.71,3.3,53.7,43.0,96.7,422,850.06,4.0,38.2,57.8,96.0,423,851.62,5.9,39.5,54.6,94.1,420,850.96,7.9,38.3,53.8,92.1,419,844.07,16.0,39.1,44.9,84.0
6290111,CLARKE COUNTY,SOAR ACADEMY,7,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--,5,--,--,--,--,--
6290196,CLARKE COUNTY,COILE MIDDLE,181,818.93,18.2,70.2,11.6,81.8,181,829.44,10.5,66.9,22.7,89.5,182,825.88,22.0,55.5,22.5,78.0,182,815.45,32.4,51.6,15.9,67.6,181,827.14,28.2,40.3,31.5,71.8
6290296,CLARKE COUNTY,BURNEY HARRIS,190,817.10,20.0,67.4,12.6,80.0,190,823.92,17.4,63.2,19.5,82.6,192,820.10,25.0,55.7,19.3,75.0,192,814.83,38.5,42.7,18.8,61.5,190,814.61,44.7,35.3,20.0,55.3
6291058,CLARKE COUNTY,CLARKE MIDDLE,174,833.06,10.3,54.6,35.1,89.7,174,841.36,11.5,42.0,46.6,88.5,175,847.15,20.6,29.7,49.7,79.4,175,828.94,26.9,40.0,33.1,73.1,174,838.24,30.5,26.4,43.1,69.5
6295058,CLARKE COUNTY,HILSMAN MIDDL,236,828.30,11.0,64.4,24.6,89.0,235,831.65,8.9,63.4,27.7,91.1,236,837.37,15.7,49.2,35.2,84.3,236,830.41,21.2,51.3,27.5,78.8,235,842.10,22.1,37.4,40.4,77.9
6300104,CLAY COUNTY,CLAY COUNTY M,27,805.85,29.6,70.4,0.0,70.4,27,819.48,22.2,66.7,11.1,77.8,27,820.41,18.5,70.4,11.1,81.5,27,787.00,74.1,25.9,0.0,25.9,27,789.70,63.0,37.0,0.0,37.0
6310100,CLAYTON COUNTY,M D ROBERTS M,233,831.47,5.2,70.0,24.9,94.8,233,836.82,8.6,57.1,34.3,91.4,233,840.00,9.4,49.8,40.8,90.6,231,823.54,21.6,57.1,21.2,78.4,231,807.44,45.0,40.7,14.3,55.0
6310106,CLAYTON COUNTY,JONESBORO MID,271,817.36,16.2,73.4,10.3,83.8,271,826.17,15.9,62.0,22.1,84.1,269,818.12,28.3,55.4,16.4,71.7,270,801.89,47.8,48.5,3.7,52.2,270,787.38,67.4,30.0,2.6,32.6
6310107,CLAYTON COUNTY,SEQUOYAH MIDD,260,817.63,16.2,74.6,9.2,83.8,260,827.01,14.2,63.5,22.3,85.8,264,824.95,21.2,56.8,22.0,78.8,264,810.94,36.0,56.4,7.6,64.0,260,787.58,66.5,32.3,1.2,33.5
6310114,CLAYTON COUNTY,ELITE SCHOLAR,75,833.37,1.3,74.7,24.0,98.7,74,842.42,2.7,59.5,37.8,97.3,75,844.49,6.7,45.3,48.0,93.3,74,829.77,12.2,66.2,21.6,87.8,74,805.74,33.8,62.2,4.1,66.2
6310174,CLAYTON COUNTY,MUNDY S MIDDL,273,820.22,14.3,70.0,15.8,85.7,273,829.32,11.7,63.4,24.9,88.3,274,826.56,17.5,58.8,23.7,82.5,272,815.92,32.0,54.4,13.6,68.0,270,802.65,46.3,45.9,7.8,53.7
6310177,CLAYTON COUNTY,ADAMSON MIDDL,209,822.74,11.0,76.6,12.4,89.0,209,831.33,7.2,67.0,25.8,92.8,210,824.22,15.7,64.3,20.0,84.3,210,809.78,33.8,58.1,8.1,66.2,208,803.47,43.3,49.5,7.2,56.7
6310191,CLAYTON COUNTY,LOVEJOY MIDDL,366,820.01,15.8,72.4,11.7,84.2,367,829.23,12.5,62.1,25.3,87.5,367,815.52,32.7,54.0,13.4,67.3,365,811.46,36.2,53.7,10.1,63.8,366,799.97,52.7,39.1,8.2,47.3
6310197,CLAYTON COUNTY,KENDRICK MIDD,241,820.78,11.6,79.3,9.1,88.4,241,830.63,10.0,64.7,25.3,90.0,241,835.52,16.2,52.3,31.5,83.8,242,816.17,33.1,52.9,14.0,66.9,243,803.03,50.6,40.7,8.6,49.4
6310207,CLAYTON COUNTY,REX MILL MIDD,338,826.91,7.4,74.6,18.0,92.6,338,838.27,5.0,60.1,34.9,95.0,336,843.04,8.3,50.0,41.7,91.7,334,820.61,25.7,56.0,18.3,74.3,335,818.02,34.0,44.5,21.5,66.0
6310277,CLAYTON COUNTY,POINTE SOUTH,284,816.19,17.3,75.0,7.7,82.7,283,823.66,17.0,67.8,15.2,83.0,286,821.87,23.4,59.8,16.8,76.6,284,809.54,38.4,52.8,8.8,61.6,283,797.98,53.7,39.9,6.4,46.3
6312054,CLAYTON COUNTY,FOREST PARK M,199,823.98,12.6,70.9,16.6,87.4,199,835.92,7.5,57.3,35.2,92.5,198,839.26,7.1,55.6,37.4,92.9,197,832.90,20.3,45.2,34.5,79.7,195,807.64,47.2,41.0,11.8,52.8
6313050,CLAYTON COUNTY,BABB MIDDLE S,281,820.16,19.6,64.8,15.7,80.4,282,831.23,12.8,58.9,28.4,87.2,282,834.06,13.8,54.6,31.6,86.2,281,813.71,36.3,45.6,18.1,63.7,280,796.99,59.3,31.4,9.3,40.7
6313052,CLAYTON COUNTY,NORTH CLAYTON,270,816.09,20.4,71.1,8.5,79.6,270,823.71,13.3,72.6,14.1,86.7,269,819.09,26.0,58.4,15.6,74.0,268,808.92,39.9,50.7,9.3,60.1,269,797.82,51.3,44.2,4.5,48.7
6313058,CLAYTON COUNTY,MORROW MIDDLE,235,823.06,14.9,68.5,16.6,85.1,235,833.27,10.6,56.2,33.2,89.4,234,832.14,20.5,44.0,35.5,79.5,235,815.83,30.2,52.3,17.4,69.8,235,803.00,52.8,34.5,12.8,47.2
6313060,CLAYTON COUNTY,RIVERDALE MID,267,818.86,15.7,73.0,11.2,84.3,267,828.33,10.5,68.2,21.3,89.5,267,820.96,27.0,54.3,18.7,73.0,268,822.22,25.0,53.4,21.6,75.0,266,799.91,53.0,36.5,10.5,47.0
